Measure Servo Y
15,6.72
14,6.73
13,6.72
12,5.57
11,5.50
10,5.60
9,5.09
8,4.71
7,3.84
6,3.40
5,2.76
4,2.47
3,2.22
2,1.84
1,1.2
0,0.91
-1,0.35
-2,-0.29
-3,-0.57
-4,-0.76
-5,-1.11
-6,-1.47
-7,-1.57
-8,-2.50
-9,-2.70
-10,-3.18
-11,-3.52
-12,-3.95
-13,-4.02
-14,-4.40
-15,-4.62
-15,-4.62
-14,-4.67
-13,-4.58
-12,-4.65
-11,-4.12
-10,-3.84
-9,-3.53
-8,-3.33
-7,-3.10
-6,-2.94
-5,-2.82
-4,-2.13
-3,-1.95
-2,-1.65
-1,-1.35
0,-1.23
1,-0.93
2,-0.77
3,-0.56
4,0.24
5,0.59
6,0.88
7,1.21
8,1.48
9,2.17
10,2.57
11,2.83
12,3.41
13,4.46
14,4.97
15,5.28
